model,checkpoint_step,total_tokens,layer,state_key,hidden_size,num_singular_values,top_singular_value,frobenius_norm,frobenius_energy,nuclear_norm,stable_rank,svd_seconds,effective_rank_rel_0.001,rank_for_variance_0.9,rank_for_variance_0.95,rank_for_variance_0.99,rank_for_variance_0.999,frobenius_energy_fraction_at_rank_1,frobenius_residual_fraction_at_rank_1,relative_frobenius_error_at_rank_1,variance_at_rank_1,frobenius_energy_fraction_at_rank_4,frobenius_residual_fraction_at_rank_4,relative_frobenius_error_at_rank_4,variance_at_rank_4,frobenius_energy_fraction_at_rank_8,frobenius_residual_fraction_at_rank_8,relative_frobenius_error_at_rank_8,variance_at_rank_8,frobenius_energy_fraction_at_rank_16,frobenius_residual_fraction_at_rank_16,relative_frobenius_error_at_rank_16,variance_at_rank_16,frobenius_energy_fraction_at_rank_32,frobenius_residual_fraction_at_rank_32,relative_frobenius_error_at_rank_32,variance_at_rank_32,frobenius_energy_fraction_at_rank_64,frobenius_residual_fraction_at_rank_64,relative_frobenius_error_at_rank_64,variance_at_rank_64,frobenius_energy_fraction_at_rank_96,frobenius_residual_fraction_at_rank_96,relative_frobenius_error_at_rank_96,variance_at_rank_96,frobenius_energy_fraction_at_rank_128,frobenius_residual_fraction_at_rank_128,relative_frobenius_error_at_rank_128,variance_at_rank_128,frobenius_energy_fraction_at_rank_256,frobenius_residual_fraction_at_rank_256,relative_frobenius_error_at_rank_256,variance_at_rank_256,frobenius_energy_fraction_at_rank_384,frobenius_residual_fraction_at_rank_384,relative_frobenius_error_at_rank_384,variance_at_rank_384,bias_norm
llama3_8b,96,31457280,0,translators.0.weight,4096,4096,10.085834503173828,25.747949611176566,662.9569091796875,821.0014038085938,6.517208658948288,1.7722122960258275,3767,623,1011,1926,2929,0.15343992412090302,0.846560075879097,0.9200869936473925,0.15343992412090302,0.26068955659866333,0.7393104434013367,0.8598316366599549,0.26068955659866333,0.3249509036540985,0.6750490963459015,0.8216137147990541,0.3249509036540985,0.40318289399147034,0.5968171060085297,0.7725393879981328,0.40318289399147034,0.4827602803707123,0.5172397196292877,0.71919379838072,0.4827602803707123,0.5752869844436646,0.42471301555633545,0.6517000963298497,0.5752869844436646,0.6348056197166443,0.3651943802833557,0.6043131475347493,0.6348056197166443,0.6777722835540771,0.32222771644592285,0.5676510516557887,0.6777722835540771,0.7807787656784058,0.21922123432159424,0.46821067301119296,0.7807787656784058,0.8381435871124268,0.16185641288757324,0.4023138238832631,0.8381435871124268,0.27035990357398987
llama3_8b,96,31457280,1,translators.1.weight,4096,4096,8.104000091552734,33.88527216833111,1148.211669921875,1236.75341796875,17.483286804772437,1.7760717659257352,3918,838,1258,2172,3089,0.057197485119104385,0.9428025148808956,0.9709801825376745,0.057197485119104385,0.1203131228685379,0.8796868771314621,0.9379162420661358,0.1203131228685379,0.17604324221611023,0.8239567577838898,0.90772063862396,0.17604324221611023,0.2493828982114792,0.7506171017885208,0.8663816144104864,0.2493828982114792,0.3407610356807709,0.6592389643192291,0.8119353202806423,0.3407610356807709,0.44861286878585815,0.5513871312141418,0.7425544634665809,0.44861286878585815,0.518527626991272,0.481472373008728,0.6938821031045029,0.518527626991272,0.5699835419654846,0.4300164580345154,0.6557564014437948,0.5699835419654846,0.6977115273475647,0.3022884726524353,0.5498076687828529,0.6977115273475647,0.7721205353736877,0.22787946462631226,0.47736722198566617,0.7721205353736877,0.20568616688251495
llama3_8b,96,31457280,2,translators.2.weight,4096,4096,7.914783000946045,35.62969746990388,1269.475341796875,1246.752685546875,20.26498305367998,1.8072068230248988,3878,748,1133,1996,2931,0.0493462048470974,0.9506537951529026,0.9750147666332559,0.0493462048470974,0.11589258909225464,0.8841074109077454,0.9402698606824241,0.11589258909225464,0.17428719997406006,0.8257128000259399,0.9086874050111732,0.17428719997406006,0.25297144055366516,0.7470285594463348,0.8643081391762633,0.25297144055366516,0.3503144085407257,0.6496855914592743,0.8060307633454658,0.3503144085407257,0.466042697429657,0.533957302570343,0.7307238209955544,0.466042697429657,0.5392228364944458,0.4607771635055542,0.678805689063928,0.5392228364944458,0.5925991535186768,0.40740084648132324,0.6382795989856822,0.5925991535186768,0.7213869094848633,0.2786130905151367,0.5278381290842267,0.7213869094848633,0.7941012382507324,0.20589876174926758,0.4537606877521097,0.7941012382507324,0.1864144206047058
llama3_8b,96,31457280,3,translators.3.weight,4096,4096,7.168345928192139,36.63584723647558,1342.185302734375,1347.5338134765625,26.120083948924524,1.7752041399944574,3936,848,1262,2152,3057,0.03828471899032593,0.9617152810096741,0.9806708321397523,0.03828471899032593,0.09519907832145691,0.9048009216785431,0.9512102405244295,0.09519907832145691,0.14874190092086792,0.8512580990791321,0.9226364934681113,0.14874190092086792,0.22283317148685455,0.7771668285131454,0.8815706599661456,0.22283317148685455,0.3185928463935852,0.6814071536064148,0.8254738963809909,0.3185928463935852,0.43211662769317627,0.5678833723068237,0.7535803688438438,0.43211662769317627,0.5053144693374634,0.4946855306625366,0.7033388448411879,0.5053144693374634,0.5588382482528687,0.44116175174713135,0.6642000841215931,0.5588382482528687,0.6905257105827332,0.30947428941726685,0.556304133920706,0.6905257105827332,0.7667211890220642,0.2332788109779358,0.4829894522429406,0.7667211890220642,0.16091474890708923
llama3_8b,96,31457280,4,translators.4.weight,4096,4096,7.331522464752197,36.58279351348117,1338.30078125,1341.0880126953125,24.898053293286694,1.7547873329604045,3939,833,1244,2142,3058,0.040163781493902206,0.9598362185060978,0.9797123141545674,0.040163781493902206,0.09658892452716827,0.9034110754728317,0.9504793924503738,0.09658892452716827,0.14911293983459473,0.8508870601654053,0.922435396201493,0.14911293983459473,0.22130922973155975,0.7786907702684402,0.8824345699645046,0.22130922973155975,0.31461775302886963,0.6853822469711304,0.8278781594963901,0.31461775302886963,0.42868366837501526,0.5713163316249847,0.7558547027206913,0.42868366837501526,0.5030724406242371,0.49692755937576294,0.7049308897869088,0.5030724406242371,0.5580469369888306,0.44195306301116943,0.6647955046562585,0.5580469369888306,0.6929845213890076,0.30701547861099243,0.5540897748659439,0.6929845213890076,0.7701849341392517,0.2298150658607483,0.47939030639005237,0.7701849341392517,0.16455571353435516
llama3_8b,96,31457280,5,translators.5.weight,4096,4096,7.261399269104004,35.00741585777308,1225.5191650390625,1259.459228515625,23.24231982325081,1.767022393993102,3922,788,1187,2077,3011,0.04302496463060379,0.9569750353693962,0.9782510083661535,0.04302496463060379,0.10035138577222824,0.8996486142277718,0.9484980834075374,0.10035138577222824,0.1535063087940216,0.8464936912059784,0.9200509177246542,0.1535063087940216,0.22624938189983368,0.7737506181001663,0.8796309556286468,0.22624938189983368,0.32020965218544006,0.6797903478145599,0.8244939950142511,0.32020965218544006,0.4366443157196045,0.5633556842803955,0.7505702394049444,0.4366443157196045,0.5121957659721375,0.48780423402786255,0.6984298347206128,0.5121957659721375,0.5683209300041199,0.4316790699958801,0.6570228839210094,0.5683209300041199,0.7050034999847412,0.2949965000152588,0.5431358025533383,0.7050034999847412,0.7817599773406982,0.21824002265930176,0.46716166651310526,0.7817599773406982,0.15729199349880219
llama3_8b,96,31457280,6,translators.6.weight,4096,4096,7.073971748352051,34.49237241598224,1189.7237548828125,1227.9837646484375,23.77494336520555,1.793737499974668,3921,759,1150,2036,2984,0.04206109046936035,0.9579389095306396,0.9787435361373477,0.04206109046936035,0.0988525003194809,0.9011474996805191,0.9492878908321327,0.0988525003194809,0.15250128507614136,0.8474987149238586,0.9205969340182807,0.15250128507614136,0.22523123025894165,0.7747687697410583,0.8802095033235317,0.22523123025894165,0.3193821609020233,0.6806178390979767,0.8249956600479645,0.3193821609020233,0.43735718727111816,0.5626428127288818,0.7500952024435844,0.43735718727111816,0.5145408511161804,0.4854591488838196,0.6967489855635383,0.5145408511161804,0.5718076825141907,0.4281923174858093,0.6543640557715631,0.5718076825141907,0.7111326456069946,0.28886735439300537,0.5374638168221237,0.7111326456069946,0.7885813117027283,0.21141868829727173,0.4598028798270752,0.7885813117027283,0.14970313012599945
llama3_8b,96,31457280,7,translators.7.weight,4096,4096,7.32846736907959,35.19016246310448,1238.3475341796875,1233.6842041015625,23.0577128738166,1.7941582290222868,3916,725,1107,1992,2955,0.04336943477392197,0.956630565226078,0.9780749282269114,0.04336943477392197,0.10195020586252213,0.8980497941374779,0.9476548918976136,0.10195020586252213,0.15636853873729706,0.8436314612627029,0.9184941269614645,0.15636853873729706,0.2300024926662445,0.7699975073337555,0.877495018409652,0.2300024926662445,0.32619309425354004,0.67380690574646,0.8208574210826506,0.32619309425354004,0.44660502672195435,0.5533949732780457,0.7439052179397895,0.44660502672195435,0.5251084566116333,0.4748915433883667,0.6891237504166916,0.5251084566116333,0.5826518535614014,0.41734814643859863,0.6460248806652873,0.5826518535614014,0.7218149900436401,0.27818500995635986,0.527432469569669,0.7218149900436401,0.7981182336807251,0.2018817663192749,0.44931254858870223,0.7981182336807251,0.15175151824951172
llama3_8b,96,31457280,8,translators.8.weight,4096,4096,7.42885684967041,34.671593340451274,1202.119384765625,1220.6041259765625,21.782294267222337,1.8012887060176581,3922,733,1123,2025,2990,0.0459088459610939,0.9540911540389061,0.9767758975522001,0.0459088459610939,0.10684292018413544,0.8931570798158646,0.9450698809166783,0.10684292018413544,0.162050262093544,0.837949737906456,0.9153959459744488,0.162050262093544,0.2347499132156372,0.7652500867843628,0.8747857376434316,0.2347499132156372,0.32978272438049316,0.6702172756195068,0.8186679886373394,0.32978272438049316,0.4477885365486145,0.5522114634513855,0.743109321332592,0.4477885365486145,0.5252206325531006,0.4747793674468994,0.6890423553359397,0.5252206325531006,0.5826610326766968,0.4173389673233032,0.646017776321444,0.5826610326766968,0.7211483120918274,0.2788516879081726,0.5280640945076389,0.7211483120918274,0.7971696257591248,0.20283037424087524,0.45036693289014373,0.7971696257591248,0.17031167447566986
llama3_8b,96,31457280,9,translators.9.weight,4096,4096,7.535082817077637,34.050270166879734,1159.4208984375,1171.5252685546875,20.420438528636325,1.7841079700738192,3897,690,1069,1961,2934,0.0489705465734005,0.9510294534265995,0.9752073899569258,0.0489705465734005,0.11392223089933395,0.886077769100666,0.9413170396315292,0.11392223089933395,0.1720280796289444,0.8279719203710556,0.9099296238561835,0.1720280796289444,0.2477133572101593,0.7522866427898407,0.8673445928751967,0.2477133572101593,0.3448626399040222,0.6551373600959778,0.8094055597140273,0.3448626399040222,0.4647994041442871,0.5352005958557129,0.7315740535692288,0.4647994041442871,0.5427067279815674,0.4572932720184326,0.6762346279350331,0.5427067279815674,0.59976726770401,0.40023273229599,0.632639496313651,0.59976726770401,0.7362736463546753,0.2637263536453247,0.5135429423576228,0.7362736463546753,0.8098865747451782,0.19011342525482178,0.43601998263247266,0.8098865747451782,0.16934645175933838
llama3_8b,96,31457280,10,translators.10.weight,4096,4096,7.024582862854004,33.139518118596904,1098.2276611328125,1131.2022705078125,22.256214505247645,1.7673127469606698,3895,671,1042,1925,2903,0.04493127018213272,0.9550687298178673,0.9772761788859213,0.04493127018213272,0.10898120701313019,0.8910187929868698,0.943937917972824,0.10898120701313019,0.16745354235172272,0.8325464576482773,0.9124398378239944,0.16745354235172272,0.24390874803066254,0.7560912519693375,0.869535078055703,0.24390874803066254,0.34270504117012024,0.6572949588298798,0.8107372933508609,0.34270504117012024,0.4646144509315491,0.5353855490684509,0.7317004503678065,0.4646144509315491,0.543759822845459,0.456240177154541,0.6754555330697507,0.543759822845459,0.6018508076667786,0.39814919233322144,0.6309906436178127,0.6018508076667786,0.7403435707092285,0.2596564292907715,0.5095649411907882,0.7403435707092285,0.8143419027328491,0.18565809726715088,0.43088060674292467,0.8143419027328491,0.14975658059120178
llama3_8b,96,31457280,11,translators.11.weight,4096,4096,7.1880717277526855,33.88622680658766,1148.2763671875,1160.82275390625,22.2239689860178,1.7563556409440935,3902,677,1050,1937,2918,0.044996462762355804,0.9550035372376442,0.9772428240911489,0.044996462762355804,0.10824155062437057,0.8917584493756294,0.9443296296186143,0.10824155062437057,0.16655589640140533,0.8334441035985947,0.9129315985322201,0.16655589640140533,0.24390201270580292,0.7560979872941971,0.8695389509931094,0.24390201270580292,0.3424057066440582,0.6575942933559418,0.8109218787009892,0.3424057066440582,0.4631522595882416,0.5368477404117584,0.7326989425485466,0.4631522595882416,0.5417191386222839,0.45828086137771606,0.676964446169602,0.5417191386222839,0.5994306206703186,0.4005693793296814,0.6329055058456052,0.5994306206703186,0.7378695011138916,0.2621304988861084,0.5119868151486993,0.7378695011138916,0.8123957514762878,0.18760424852371216,0.43313306099132187,0.8123957514762878,0.15608817338943481
llama3_8b,96,31457280,12,translators.12.weight,4096,4096,6.884284019470215,32.601705719491314,1062.8712158203125,1087.1060791015625,22.426581928948593,1.7683995339320973,3868,630,985,1847,2828,0.04458994418382645,0.9554100558161736,0.9774507945754475,0.04458994418382645,0.11103709042072296,0.888962909579277,0.9428482961639572,0.11103709042072296,0.17201335728168488,0.8279866427183151,0.9099377136476513,0.17201335728168488,0.25218355655670166,0.7478164434432983,0.8647638078939811,0.25218355655670166,0.35443276166915894,0.6455672383308411,0.8034719897612119,0.35443276166915894,0.47785988450050354,0.5221401154994965,0.7225926345455622,0.47785988450050354,0.5576735734939575,0.4423264265060425,0.6650762561586773,0.5576735734939575,0.6158614754676819,0.3841385245323181,0.6197890968162623,0.6158614754676819,0.7530179023742676,0.24698209762573242,0.4969729345001923,0.7530179023742676,0.8255354166030884,0.17446458339691162,0.41768957779302035,0.8255354166030884,0.13631291687488556
llama3_8b,96,31457280,13,translators.13.weight,4096,4096,7.404480934143066,33.75775373895603,1139.5859375,1147.1279296875,20.7853739838244,1.7850551350275055,3895,662,1033,1925,2911,0.048110753297805786,0.9518892467021942,0.9756481162295114,0.048110753297805786,0.11469585448503494,0.8853041455149651,0.9409060237425229,0.11469585448503494,0.17240597307682037,0.8275940269231796,0.9097219503360242,0.17240597307682037,0.24951940774917603,0.750480592250824,0.8663028294140704,0.24951940774917603,0.3493014872074127,0.6506985127925873,0.8066588577537516,0.3493014872074127,0.47135525941848755,0.5286447405815125,0.7270795971429211,0.47135525941848755,0.5497879981994629,0.4502120018005371,0.6709783914557436,0.5497879981994629,0.6072221398353577,0.39277786016464233,0.6267199216273904,0.6072221398353577,0.7440670132637024,0.2559329867362976,0.5058981979966894,0.7440670132637024,0.8173184990882874,0.18268150091171265,0.42741256522441246,0.8173184990882874,0.16027343273162842
llama3_8b,96,31457280,14,translators.14.weight,4096,4096,7.023937702178955,33.156997370229035,1099.386474609375,1126.7305908203125,22.283791570806283,1.7726002419367433,3894,659,1025,1907,2892,0.04487566649913788,0.9551243335008621,0.9773046267673463,0.04487566649913788,0.10817308723926544,0.8918269127607346,0.9443658786512432,0.10817308723926544,0.1660253256559372,0.8339746743440628,0.9132221385534096,0.1660253256559372,0.24334828555583954,0.7566517144441605,0.8698572954480295,0.24334828555583954,0.3428473174571991,0.6571526825428009,0.8106495436024133,0.3428473174571991,0.46493464708328247,0.5350653529167175,0.731481614886333,0.46493464708328247,0.5443860292434692,0.45561397075653076,0.6749918301405808,0.5443860292434692,0.6024900078773499,0.39750999212265015,0.6304839348648387,0.6024900078773499,0.7421026229858398,0.25789737701416016,0.5078359745175209,0.7421026229858398,0.8166225552558899,0.1833774447441101,0.42822592722079555,0.8166225552558899,0.1366625279188156
llama3_8b,96,31457280,15,translators.15.weight,4096,4096,7.092690467834473,34.16636436762862,1167.3404541015625,1207.2523193359375,23.2046766908998,1.7945104780374095,3923,734,1117,2011,2974,0.04309476166963577,0.9569052383303642,0.9782153333138692,0.04309476166963577,0.10132460296154022,0.8986753970384598,0.9479849139297839,0.10132460296154022,0.15458065271377563,0.8454193472862244,0.9194668821040942,0.15458065271377563,0.2262926697731018,0.7737073302268982,0.8796063495830951,0.2262926697731018,0.3194901645183563,0.6805098354816437,0.824930200369488,0.3194901645183563,0.4365203082561493,0.5634796917438507,0.7506528436926424,0.4365203082561493,0.514482855796814,0.48551714420318604,0.6967906028378871,0.514482855796814,0.5717764496803284,0.42822355031967163,0.6543879203650321,0.5717764496803284,0.7142512798309326,0.2857487201690674,0.534554693337424,0.7142512798309326,0.793293833732605,0.20670616626739502,0.454649498259258,0.793293833732605,0.14830708503723145
llama3_8b,96,31457280,16,translators.16.weight,4096,4096,6.3567633628845215,35.14390755566674,1235.09423828125,1274.765625,30.565253805259267,1.7401553320232779,3961,795,1196,2097,3039,0.032716888934373856,0.9672831110656261,0.983505521624371,0.032716888934373856,0.0779537782073021,0.9220462217926979,0.9602323790586829,0.0779537782073021,0.12481530010700226,0.8751846998929977,0.9355130677296805,0.12481530010700226,0.20052772760391235,0.7994722723960876,0.8941321336335517,0.20052772760391235,0.30718472599983215,0.6928152740001678,0.8323552570868811,0.30718472599983215,0.4306073486804962,0.5693926513195038,0.7545811098347902,0.4306073486804962,0.5080985426902771,0.4919014573097229,0.7013568687264159,0.5080985426902771,0.5642284154891968,0.4357715845108032,0.6601299754675614,0.5642284154891968,0.7004719972610474,0.29952800273895264,0.5472915153178903,0.7004719972610474,0.7782807350158691,0.22171926498413086,0.47087075188859506,0.7782807350158691,0.11601882427930832
llama3_8b,96,31457280,17,translators.17.weight,4096,4096,5.828152179718018,33.568749781814375,1126.8609619140625,1233.130859375,33.17481941207727,1.783762444043532,3962,825,1230,2119,3039,0.030143344774842262,0.9698566552251577,0.98481300520716,0.030143344774842262,0.07161211222410202,0.928387887775898,0.9635288723104762,0.07161211222410202,0.1152314767241478,0.8847685232758522,0.940621349574765,0.1152314767241478,0.18778826296329498,0.812211737036705,0.9012279051586812,0.18778826296329498,0.2930185794830322,0.7069814205169678,0.8408218720495845,0.2930185794830322,0.4177382290363312,0.5822617709636688,0.7630607911324424,0.4177382290363312,0.49638766050338745,0.5036123394966125,0.7096564940142608,0.49638766050338745,0.5533277988433838,0.4466722011566162,0.6683353957083347,0.5533277988433838,0.6909068822860718,0.3090931177139282,0.5559614354556692,0.6909068822860718,0.7696243524551392,0.23037564754486084,0.47997463218889064,0.7696243524551392,0.1008690595626831
llama3_8b,96,31457280,18,translators.18.weight,4096,4096,5.571368217468262,33.142787087653026,1098.4443359375,1229.188720703125,35.387862327502795,1.776433845050633,3973,850,1261,2153,3065,0.028258277103304863,0.9717417228966951,0.9857696094406112,0.028258277103304863,0.06881320476531982,0.9311867952346802,0.9649802045817728,0.06881320476531982,0.11297743767499924,0.8870225623250008,0.9418187523748934,0.11297743767499924,0.1863258183002472,0.8136741816997528,0.9020389025423199,0.1863258183002472,0.2928563356399536,0.7071436643600464,0.8409183458339141,0.2928563356399536,0.4158836305141449,0.5841163694858551,0.7642750614051561,0.4158836305141449,0.49310705065727234,0.5068929493427277,0.7119641489167328,0.49310705065727234,0.5488734245300293,0.4511265754699707,0.6716595681369921,0.5488734245300293,0.6845510601997375,0.31544893980026245,0.5616484129776051,0.6845510601997375,0.7631860375404358,0.2368139624595642,0.48663534855121676,0.7631860375404358,0.10055913031101227
llama3_8b,96,31457280,19,translators.19.weight,4096,4096,5.569750785827637,33.273403564493144,1107.119384765625,1247.7972412109375,35.68805899054836,1.7532856770558283,3982,881,1304,2206,3108,0.028020575642585754,0.9719794243574142,0.985890168506317,0.028020575642585754,0.06721612811088562,0.9327838718891144,0.9658073678995799,0.06721612811088562,0.11018197983503342,0.8898180201649666,0.9433016591552071,0.11018197983503342,0.18330566585063934,0.8166943341493607,0.9037114219425141,0.18330566585063934,0.2899872064590454,0.7100127935409546,0.842622568853312,0.2899872064590454,0.4147081971168518,0.5852918028831482,0.7650436607692062,0.4147081971168518,0.49186059832572937,0.5081394016742706,0.7128389731729534,0.49186059832572937,0.5472394227981567,0.45276057720184326,0.6728748599864935,0.5472394227981567,0.6807058453559875,0.31929415464401245,0.5650611954859512,0.6807058453559875,0.7580302357673645,0.2419697642326355,0.49190422262126954,0.7580302357673645,0.10151069611310959
llama3_8b,96,31457280,20,translators.20.weight,4096,4096,5.67459774017334,33.827841728028744,1144.3228759765625,1296.9718017578125,35.53680820726997,1.7913686190731823,3994,938,1373,2280,3162,0.028139838948845863,0.9718601610511541,0.985829681563278,0.028139838948845863,0.06634499877691269,0.9336550012230873,0.9662582476869666,0.06634499877691269,0.10850243270397186,0.8914975672960281,0.9441914886801449,0.10850243270397186,0.17899219691753387,0.8210078030824661,0.9060948091024835,0.17899219691753387,0.28256869316101074,0.7174313068389893,0.8470131680434426,0.28256869316101074,0.4029359519481659,0.5970640480518341,0.7726991963576991,0.4029359519481659,0.47799572348594666,0.5220042765140533,0.72249863426449,0.47799572348594666,0.5322316288948059,0.4677683711051941,0.6839359407906519,0.5322316288948059,0.6646735072135925,0.33532649278640747,0.5790738232612552,0.6646735072135925,0.7429287433624268,0.25707125663757324,0.5070219488716177,0.7429287433624268,0.11022668331861496
llama3_8b,96,31457280,21,translators.21.weight,4096,4096,5.879998683929443,34.16303612253125,1167.113037109375,1324.398681640625,33.75658173560744,1.756122338003479,3997,968,1407,2314,3186,0.0296238511800766,0.9703761488199234,0.9850767223013258,0.0296238511800766,0.06790793687105179,0.9320920631289482,0.9654491509804896,0.06790793687105179,0.10942191630601883,0.8905780836939812,0.9437044472153245,0.10942191630601883,0.1776353120803833,0.8223646879196167,0.9068432543276796,0.1776353120803833,0.27812281250953674,0.7218771874904633,0.8496335607133603,0.27812281250953674,0.39625421166419983,0.6037457883358002,0.7770108032297879,0.39625421166419983,0.4700317084789276,0.5299682915210724,0.7279892111295829,0.4700317084789276,0.5238558053970337,0.4761441946029663,0.6900320243314554,0.5238558053970337,0.6557683348655701,0.34423166513442993,0.5867125915935586,0.6557683348655701,0.7345626950263977,0.2654373049736023,0.5152060801015476,0.7345626950263977,0.1097259670495987
llama3_8b,96,31457280,22,translators.22.weight,4096,4096,5.816221237182617,33.0898047843148,1094.9351806640625,1285.0040283203125,32.367307542791224,1.7529737789882347,3995,976,1416,2322,3189,0.030895372852683067,0.9691046271473169,0.9844311185386801,0.030895372852683067,0.07032410055398941,0.9296758994460106,0.9641970231472459,0.07032410055398941,0.11158814281225204,0.888411857187748,0.9425560233682388,0.11158814281225204,0.1802709698677063,0.8197290301322937,0.9053888833712802,0.1802709698677063,0.280073881149292,0.719926118850708,0.8484846014222698,0.280073881149292,0.39744728803634644,0.6025527119636536,0.776242688831047,0.39744728803634644,0.47065606713294983,0.5293439328670502,0.7275602606430963,0.47065606713294983,0.5236574411392212,0.4763425588607788,0.6901757449090621,0.5236574411392212,0.6543512940406799,0.34564870595932007,0.5879189620681748,0.6543512940406799,0.7328795194625854,0.26712048053741455,0.5168369960997515,0.7328795194625854,0.11756448447704315
llama3_8b,96,31457280,23,translators.23.weight,4096,4096,5.9131574630737305,32.62867780395606,1064.630615234375,1287.9508056640625,30.44809056291029,1.7119417199864984,3998,1016,1463,2368,3221,0.03284278139472008,0.9671572186052799,0.9834415176334991,0.03284278139472008,0.07155770063400269,0.9284422993659973,0.9635571074752121,0.07155770063400269,0.110282763838768,0.889717236161232,0.9432482367655038,0.110282763838768,0.17407377064228058,0.8259262293577194,0.9088048356813025,0.17407377064228058,0.2678675055503845,0.7321324944496155,0.8556474124600714,0.2678675055503845,0.38269686698913574,0.6173031330108643,0.7856864088240704,0.38269686698913574,0.455600380897522,0.544399619102478,0.7378344117093469,0.455600380897522,0.5084798336029053,0.4915201663970947,0.7010849922777513,0.5084798336029053,0.6407185792922974,0.35928142070770264,0.5994008848072404,0.6407185792922974,0.7208054661750793,0.27919453382492065,0.5283886200751495,0.7208054661750793,0.12391678988933563
llama3_8b,96,31457280,24,translators.24.weight,4096,4096,6.069262504577637,31.89801463104473,1017.4833374023438,1260.452880859375,27.6220217101849,1.7645819570170715,3994,1023,1472,2380,3229,0.03620300069451332,0.9637969993054867,0.9817316330369958,0.03620300069451332,0.07623910158872604,0.923760898411274,0.9611248089666992,0.07623910158872604,0.11492987722158432,0.8850701227784157,0.9407816552093348,0.11492987722158432,0.17614197731018066,0.8238580226898193,0.9076662507165392,0.17614197731018066,0.2678026258945465,0.7321973741054535,0.8556853242316672,0.2678026258945465,0.3840450942516327,0.6159549057483673,0.7848279465898034,0.3840450942516327,0.4573495388031006,0.5426504611968994,0.7366481257675875,0.4573495388031006,0.5099537968635559,0.4900462031364441,0.7000330014623911,0.5099537968635559,0.6412108540534973,0.3587891459465027,0.5989901050489087,0.6412108540534973,0.7206898331642151,0.2793101668357849,0.5284980291692533,0.7206898331642151,0.12355010211467743
llama3_8b,96,31457280,25,translators.25.weight,4096,4096,6.085507392883301,30.07807122560128,904.6903686523438,1172.76904296875,24.42903873427955,1.7420282140374184,3981,992,1439,2346,3204,0.04093489050865173,0.9590651094913483,0.9793186965903123,0.04093489050865173,0.08554942160844803,0.914450578391552,0.9562690930860163,0.08554942160844803,0.12654252350330353,0.8734574764966965,0.9345894694980768,0.12654252350330353,0.18906515836715698,0.810934841632843,0.9005192066984707,0.18906515836715698,0.2788602113723755,0.7211397886276245,0.8491994987207803,0.2788602113723755,0.3948736786842346,0.6051263213157654,0.7778986574842287,0.3948736786842346,0.46896517276763916,0.5310348272323608,0.728721364605403,0.46896517276763916,0.5220174789428711,0.4779825210571289,0.6913627998794329,0.5220174789428711,0.6525575518608093,0.3474424481391907,0.5894424892550508,0.6525575518608093,0.7307552695274353,0.2692447304725647,0.5188879748775883,0.7307552695274353,0.10723552852869034
llama3_8b,96,31457280,26,translators.26.weight,4096,4096,6.378293991088867,29.28395340041731,857.5499267578125,1149.5421142578125,21.079016706910796,1.7399529069662094,3979,1012,1465,2377,3228,0.0474405400454998,0.9525594599545002,0.9759915265792527,0.0474405400454998,0.09600458294153214,0.9039954170584679,0.9507867358448306,0.09600458294153214,0.13710080087184906,0.8628991991281509,0.9289236777734492,0.13710080087184906,0.19595135748386383,0.8040486425161362,0.896687594715203,0.19595135748386383,0.2796519696712494,0.7203480303287506,0.8487331914852574,0.2796519696712494,0.3903157114982605,0.6096842885017395,0.7808228278564475,0.3903157114982605,0.4629572629928589,0.5370427370071411,0.7328319978051867,0.4629572629928589,0.5158587694168091,0.4841412305831909,0.6958025801785955,0.5158587694168091,0.647080659866333,0.352919340133667,0.5940701474856879,0.647080659866333,0.7257928252220154,0.2742071747779846,0.5236479492731587,0.7257928252220154,0.12016581743955612
llama3_8b,96,31457280,27,translators.27.weight,4096,4096,6.098756313323975,27.63263137839991,763.5623168945312,1067.317138671875,20.528722574206927,1.7042844239622355,3972,975,1423,2336,3200,0.04871223494410515,0.9512877650558949,0.9753398202964415,0.04871223494410515,0.10811522603034973,0.8918847739696503,0.9443965131075243,0.10811522603034973,0.15083996951580048,0.8491600304841995,0.9214987957041504,0.15083996951580048,0.21079449355602264,0.7892055064439774,0.8883723917614602,0.21079449355602264,0.29565945267677307,0.7043405473232269,0.8392499909581334,0.29565945267677307,0.40527164936065674,0.5947283506393433,0.7711863267974499,0.40527164936065674,0.4775230586528778,0.5224769413471222,0.7228256645603574,0.4775230586528778,0.5300273895263672,0.4699726104736328,0.6855454838839162,0.5300273895263672,0.6597890257835388,0.3402109742164612,0.5832760703273032,0.6597890257835388,0.7368980646133423,0.2631019353866577,0.5129346307149262,0.7368980646133423,0.10279624909162521
