model,checkpoint_step,total_tokens,layer,state_key,hidden_size,num_singular_values,top_singular_value,frobenius_norm,frobenius_energy,nuclear_norm,stable_rank,svd_seconds,effective_rank_rel_0.001,rank_for_variance_0.9,rank_for_variance_0.95,rank_for_variance_0.99,rank_for_variance_0.999,frobenius_energy_fraction_at_rank_1,frobenius_residual_fraction_at_rank_1,relative_frobenius_error_at_rank_1,variance_at_rank_1,frobenius_energy_fraction_at_rank_4,frobenius_residual_fraction_at_rank_4,relative_frobenius_error_at_rank_4,variance_at_rank_4,frobenius_energy_fraction_at_rank_8,frobenius_residual_fraction_at_rank_8,relative_frobenius_error_at_rank_8,variance_at_rank_8,frobenius_energy_fraction_at_rank_16,frobenius_residual_fraction_at_rank_16,relative_frobenius_error_at_rank_16,variance_at_rank_16,frobenius_energy_fraction_at_rank_32,frobenius_residual_fraction_at_rank_32,relative_frobenius_error_at_rank_32,variance_at_rank_32,frobenius_energy_fraction_at_rank_64,frobenius_residual_fraction_at_rank_64,relative_frobenius_error_at_rank_64,variance_at_rank_64,frobenius_energy_fraction_at_rank_96,frobenius_residual_fraction_at_rank_96,relative_frobenius_error_at_rank_96,variance_at_rank_96,frobenius_energy_fraction_at_rank_128,frobenius_residual_fraction_at_rank_128,relative_frobenius_error_at_rank_128,variance_at_rank_128,frobenius_energy_fraction_at_rank_256,frobenius_residual_fraction_at_rank_256,relative_frobenius_error_at_rank_256,variance_at_rank_256,frobenius_energy_fraction_at_rank_384,frobenius_residual_fraction_at_rank_384,relative_frobenius_error_at_rank_384,variance_at_rank_384,bias_norm
llama3_8b,32,10485760,10,translators.10.weight,4096,4096,6.9188456535339355,19.27285479966334,371.44293212890625,514.4317016601562,7.759340568883646,1.791421542991884,3597,331,632,1512,2587,0.1288769394159317,0.8711230605840683,0.9333397348147502,0.1288769394159317,0.23655752837657928,0.7634424716234207,0.8737519508552875,0.23655752837657928,0.32162046432495117,0.6783795356750488,0.82363798824183,0.32162046432495117,0.43374747037887573,0.5662525296211243,0.7524975279833976,0.43374747037887573,0.5587450861930847,0.4412549138069153,0.6642702114402808,0.5587450861930847,0.6821262240409851,0.3178737759590149,0.5638029584518113,0.6821262240409851,0.7471805810928345,0.2528194189071655,0.5028115142945372,0.7471805810928345,0.7892464399337769,0.21075356006622314,0.459079034662032,0.7892464399337769,0.874768853187561,0.12523114681243896,0.3538801305702808,0.874768853187561,0.9131699204444885,0.08683007955551147,0.2946694411633339,0.9131699204444885,0.1590103805065155
llama3_8b,32,10485760,11,translators.11.weight,4096,4096,7.1024346351623535,19.762229513190846,390.54571533203125,529.1522216796875,7.7420752195148195,1.7794469599612057,3610,335,637,1524,2602,0.12916433811187744,0.8708356618881226,0.9331857595827974,0.12916433811187744,0.2365574836730957,0.7634425163269043,0.8737519764366226,0.2365574836730957,0.32162755727767944,0.6783724427223206,0.8236336823626876,0.32162755727767944,0.4344256818294525,0.5655743181705475,0.7520467526494263,0.4344256818294525,0.5590115189552307,0.4409884810447693,0.664069635689488,0.5590115189552307,0.6812164783477783,0.3187835216522217,0.5646091760255245,0.6812164783477783,0.7459046244621277,0.2540953755378723,0.5040787394225948,0.7459046244621277,0.7880614995956421,0.2119385004043579,0.4603677881915262,0.7880614995956421,0.8736646771430969,0.12633532285690308,0.3554368057150287,0.8736646771430969,0.9124529361724854,0.08754706382751465,0.2958835308487356,0.9124529361724854,0.16511547565460205
llama3_8b,32,10485760,12,translators.12.weight,4096,4096,7.043956756591797,19.04430243727151,362.6854553222656,488.2841796875,7.309653276294748,1.8171073499834165,3507,295,573,1416,2481,0.13680540025234222,0.8631945997476578,0.9290826657233778,0.13680540025234222,0.2528699040412903,0.7471300959587097,0.8643668757875383,0.2528699040412903,0.34173473715782166,0.6582652628421783,0.8113354810694392,0.34173473715782166,0.45661789178848267,0.5433821082115173,0.7371445639842413,0.45661789178848267,0.5825920701026917,0.41740792989730835,0.6460711492531673,0.5825920701026917,0.7036434412002563,0.29635655879974365,0.5443864057815401,0.7036434412002563,0.7665867805480957,0.2334132194519043,0.4831285744518785,0.7665867805480957,0.8068091869354248,0.1931908130645752,0.4395347688915806,0.8068091869354248,0.886742115020752,0.11325788497924805,0.33653808845247823,0.886742115020752,0.922234296798706,0.07776570320129395,0.2788650268522282,0.922234296798706,0.154099240899086
llama3_8b,32,10485760,13,translators.13.weight,4096,4096,7.323559761047363,19.91299740923783,396.5274658203125,526.2363891601562,7.393138035492904,1.805447146994993,3595,321,622,1515,2596,0.13526056706905365,0.8647394329309464,0.9299136696118335,0.13526056706905365,0.2512480318546295,0.7487519681453705,0.8653045522504608,0.2512480318546295,0.3399735987186432,0.6600264012813568,0.8124200891665326,0.3399735987186432,0.45025834441185,0.54974165558815,0.7414456524844892,0.45025834441185,0.5740858316421509,0.4259141683578491,0.6526209990169249,0.5740858316421509,0.6933192014694214,0.3066807985305786,0.55378768362124,0.6933192014694214,0.7559218406677246,0.2440781593322754,0.4940426695461389,0.7559218406677246,0.7965306043624878,0.2034693956375122,0.45107582027582926,0.7965306043624878,0.8785372376441956,0.12146276235580444,0.3485150819631834,0.8785372376441956,0.915454626083374,0.08454537391662598,0.29076687210998775,0.915454626083374,0.17334973812103271
llama3_8b,32,10485760,14,translators.14.weight,4096,4096,6.792783737182617,19.31597928307189,373.1070556640625,511.55902099609375,8.086077242695858,1.7810366960475221,3594,323,616,1488,2566,0.12366935610771179,0.8763306438922882,0.9361253355679934,0.12366935610771179,0.23607277870178223,0.7639272212982178,0.8740293023109796,0.23607277870178223,0.3211148679256439,0.6788851320743561,0.8239448598506797,0.3211148679256439,0.4345959424972534,0.5654040575027466,0.751933545935242,0.4345959424972534,0.5624300241470337,0.4375699758529663,0.6614907224239553,0.5624300241470337,0.6856268048286438,0.3143731951713562,0.5606899278312,0.6856268048286438,0.7507800459861755,0.24921995401382446,0.4992193445909568,0.7507800459861755,0.7926175594329834,0.2073824405670166,0.4553926224336716,0.7926175594329834,0.8773185610771179,0.12268143892288208,0.35025910255535414,0.8773185610771179,0.9154242873191833,0.08457571268081665,0.2908190376863534,0.9154242873191833,0.1519559770822525
llama3_8b,32,10485760,15,translators.15.weight,4096,4096,6.876098155975342,20.01312511833055,400.5251770019531,556.3392333984375,8.471214639713635,1.8123631400521845,3672,378,701,1607,2678,0.1180468276143074,0.8819531723856926,0.9391236193311787,0.1180468276143074,0.22560979425907135,0.7743902057409286,0.8799944350624773,0.22560979425907135,0.31003624200820923,0.6899637579917908,0.830640570879963,0.31003624200820923,0.4186713397502899,0.5813286602497101,0.762449119777648,0.4186713397502899,0.5384306907653809,0.46156930923461914,0.6793889233970621,0.5384306907653809,0.6595979332923889,0.3404020667076111,0.5834398569755165,0.6595979332923889,0.7247239947319031,0.2752760052680969,0.5246675187850844,0.7247239947319031,0.7681664228439331,0.2318335771560669,0.4814909938473064,0.7681664228439331,0.8591480851173401,0.1408519148826599,0.3753024312240195,0.8591480851173401,0.9015659093856812,0.09843409061431885,0.3137420765761565,0.9015659093856812,0.16264212131500244
llama3_8b,32,10485760,16,translators.16.weight,4096,4096,5.651638031005859,20.027093465010093,401.08447265625,584.7861938476562,12.557036928342361,1.7951748839113861,3771,434,776,1688,2742,0.07963662594556808,0.9203633740544319,0.9593557077822761,0.07963662594556808,0.17888540029525757,0.8211145997047424,0.9061537395523689,0.17888540029525757,0.2618404030799866,0.7381595969200134,0.8591621482118573,0.2618404030799866,0.36903148889541626,0.6309685111045837,0.7943352636667869,0.36903148889541626,0.49036794900894165,0.5096320509910583,0.7138851805374996,0.49036794900894165,0.6204273700714111,0.37957262992858887,0.6160946598767018,0.6204273700714111,0.6932705044746399,0.3067294955253601,0.5538316490824265,0.6932705044746399,0.7409828305244446,0.2590171694755554,0.5089372942470962,0.7409828305244446,0.8401669263839722,0.15983307361602783,0.39979128756893617,0.8401669263839722,0.8873869180679321,0.11261308193206787,0.3355787268765228,0.8873869180679321,0.13276416063308716
llama3_8b,32,10485760,17,translators.17.weight,4096,4096,5.139540672302246,19.411493007778038,376.8060607910156,580.4854125976562,14.264917528453468,1.7924757590517402,3791,468,820,1724,2758,0.07010205090045929,0.9298979490995407,0.9643121637206183,0.07010205090045929,0.1588791459798813,0.8411208540201187,0.9171264111452242,0.1588791459798813,0.23864342272281647,0.7613565772771835,0.8725574922474642,0.23864342272281647,0.343129426240921,0.656870573759079,0.810475523232552,0.343129426240921,0.4651946723461151,0.5348053276538849,0.7313038545323585,0.4651946723461151,0.6002657413482666,0.3997342586517334,0.6322454101468301,0.6002657413482666,0.6765600442886353,0.32343995571136475,0.5687178172972646,0.6765600442886353,0.7266096472740173,0.27339035272598267,0.5228674332237404,0.7266096472740173,0.8295128345489502,0.1704871654510498,0.4129009148101392,0.8295128345489502,0.878915011882782,0.12108498811721802,0.34797268300431,0.878915011882782,0.11853605508804321
llama3_8b,32,10485760,18,translators.18.weight,4096,4096,4.894802093505859,19.189621599928373,368.2415771484375,587.5746459960938,15.36959938966011,1.794365779031068,3818,503,866,1774,2798,0.06506350636482239,0.9349364936351776,0.9669211413735753,0.06506350636482239,0.1482592672109604,0.8517407327890396,0.922898007793407,0.1482592672109604,0.22484712302684784,0.7751528769731522,0.8804276670875082,0.22484712302684784,0.3265322148799896,0.6734677851200104,0.8206508302073485,0.3265322148799896,0.44683799147605896,0.553162008523941,0.7437486191744769,0.44683799147605896,0.5839017629623413,0.4160982370376587,0.6450567703990546,0.5839017629623413,0.6610139012336731,0.3389860987663269,0.5822251272199843,0.6610139012336731,0.7118600010871887,0.2881399989128113,0.5367867350380515,0.7118600010871887,0.8178940415382385,0.18210595846176147,0.42673874731709266,0.8178940415382385,0.8697901964187622,0.1302098035812378,0.36084595547302145,0.8697901964187622,0.11391840875148773
llama3_8b,32,10485760,19,translators.19.weight,4096,4096,4.6633830070495605,19.39988400139491,376.3554992675781,606.3545532226562,17.305975900398558,1.7863695120904595,3855,534,913,1838,2854,0.05778350681066513,0.9422164931893349,0.9706783675292938,0.05778350681066513,0.13711057603359222,0.8628894239664078,0.9289184162058624,0.13711057603359222,0.2110043168067932,0.7889956831932068,0.888254289712809,0.2110043168067932,0.3098236322402954,0.6901763677597046,0.8307685404248915,0.3098236322402954,0.43220797181129456,0.5677920281887054,0.75351975965379,0.43220797181129456,0.5743152499198914,0.42568475008010864,0.6524452084888881,0.5743152499198914,0.6523870825767517,0.3476129174232483,0.5895870736568504,0.6523870825767517,0.7036166787147522,0.2963833212852478,0.5444109856397534,0.7036166787147522,0.8101499676704407,0.18985003232955933,0.4357178356798805,0.8101499676704407,0.8626781702041626,0.1373218297958374,0.37056960182378346,0.8626781702041626,0.11061165481805801
llama3_8b,32,10485760,20,translators.20.weight,4096,4096,4.589236259460449,19.58527138501301,383.5828552246094,633.7490844726562,18.212868627885957,1.7727270169416443,3888,593,990,1927,2928,0.05490623041987419,0.9450937695801258,0.9721593334326044,0.05490623041987419,0.1288437396287918,0.8711562603712082,0.9333575201235634,0.1288437396287918,0.19884946942329407,0.8011505305767059,0.8950701260665032,0.19884946942329407,0.29363149404525757,0.7063685059547424,0.8404573195318977,0.29363149404525757,0.4129067361354828,0.5870932638645172,0.766220114500081,0.4129067361354828,0.5523145794868469,0.4476854205131531,0.669092983458318,0.5523145794868469,0.6297858357429504,0.37021416425704956,0.6084522694978215,0.6297858357429504,0.6813777089118958,0.31862229108810425,0.5644663772875266,0.6813777089118958,0.7917091846466064,0.20829081535339355,0.45638888609758405,0.7917091846466064,0.8475230932235718,0.15247690677642822,0.3904829148329389,0.8475230932235718,0.1127810850739479
llama3_8b,32,10485760,21,translators.21.weight,4096,4096,4.47966194152832,19.848389282984808,393.95855712890625,659.1849365234375,19.631797058119965,1.7702562490012497,3909,641,1046,1982,2970,0.050937771797180176,0.9490622282028198,0.9741982489220661,0.050937771797180176,0.11767968535423279,0.8823203146457672,0.9393190696700282,0.11767968535423279,0.18318147957324982,0.8168185204267502,0.9037801283646096,0.18318147957324982,0.2770317792892456,0.7229682207107544,0.8502753793393963,0.2770317792892456,0.39525502920150757,0.6047449707984924,0.7776535030452139,0.39525502920150757,0.5327776074409485,0.4672223925590515,0.6835366797466332,0.5327776074409485,0.610327422618866,0.38967257738113403,0.6242375968981154,0.610327422618866,0.662421464920044,0.33757853507995605,0.5810150902342864,0.662421464920044,0.7757582664489746,0.2242417335510254,0.4735416914602403,0.7757582664489746,0.8345670104026794,0.16543298959732056,0.40673454438653295,0.8345670104026794,0.106297567486763
llama3_8b,32,10485760,22,translators.22.weight,4096,4096,4.546388626098633,19.27813250349384,371.6463928222656,641.395263671875,17.980294833335325,1.7742290609749034,3899,651,1060,1994,2973,0.05561643838882446,0.9443835616111755,0.9717939913434203,0.05561643838882446,0.12593206763267517,0.8740679323673248,0.9349160028405359,0.12593206763267517,0.19400858879089355,0.8059914112091064,0.897770244109876,0.19400858879089355,0.2846240997314453,0.7153759002685547,0.8457989715461676,0.2846240997314453,0.4000732898712158,0.5999267101287842,0.7745493593882731,0.4000732898712158,0.5357028841972351,0.4642971158027649,0.6813935102440916,0.5357028841972351,0.611661434173584,0.388338565826416,0.6231681681748643,0.611661434173584,0.6624562740325928,0.3375437259674072,0.5809851340330553,0.6624562740325928,0.7741394639015198,0.22586053609848022,0.47524786806305636,0.7741394639015198,0.8325931429862976,0.1674068570137024,0.40915383050107496,0.8325931429862976,0.11188240349292755
llama3_8b,32,10485760,23,translators.23.weight,4096,4096,4.564018726348877,19.124006656954354,365.7276306152344,648.6781005859375,17.55751050938987,1.7582661299966276,3913,689,1107,2049,3018,0.05695568397641182,0.9430443160235882,0.971104688498407,0.05695568397641182,0.12459748238325119,0.8754025176167488,0.9356294766715876,0.12459748238325119,0.1906770020723343,0.8093229979276657,0.8996238091156024,0.1906770020723343,0.2803332507610321,0.7196667492389679,0.8483317448020956,0.2803332507610321,0.39132678508758545,0.6086732149124146,0.7801751181064509,0.39132678508758545,0.5230392813682556,0.4769607186317444,0.6906234275144049,0.5230392813682556,0.5984808206558228,0.40151917934417725,0.6336554105696386,0.5984808206558228,0.6490493416786194,0.3509506583213806,0.592410886396748,0.6490493416786194,0.7624490857124329,0.23755091428756714,0.48739195139801716,0.7624490857124329,0.8227734565734863,0.17722654342651367,0.4209828303227029,0.8227734565734863,0.11406217515468597
llama3_8b,32,10485760,24,translators.24.weight,4096,4096,4.564198970794678,18.805554093035752,353.64886474609375,640.1867065429688,16.976303499498517,1.7721668790327385,3916,699,1122,2069,3033,0.05890564247965813,0.9410943575203419,0.9701001791157148,0.05890564247965813,0.1293737143278122,0.8706262856721878,0.9330735692710344,0.1293737143278122,0.19602836668491364,0.8039716333150864,0.8966446527555307,0.19602836668491364,0.28676989674568176,0.7132301032543182,0.844529515916595,0.28676989674568176,0.3953305780887604,0.6046694219112396,0.7776049266248508,0.3953305780887604,0.5233561992645264,0.47664380073547363,0.6903939460449183,0.5233561992645264,0.5972117781639099,0.4027882218360901,0.6346559870009028,0.5972117781639099,0.6474895477294922,0.3525104522705078,0.5937259066863326,0.6474895477294922,0.7603723406791687,0.2396276593208313,0.4895177824357674,0.7603723406791687,0.8207893371582031,0.17921066284179688,0.4233328038810563,0.8207893371582031,0.11262331902980804
llama3_8b,32,10485760,25,translators.25.weight,4096,4096,4.503841400146484,17.832378231153193,317.99371337890625,601.1652221679688,15.676617314012681,1.761586541077122,3902,686,1108,2052,3018,0.06378927081823349,0.9362107291817665,0.9675798309089367,0.06378927081823349,0.1395169049501419,0.8604830950498581,0.9276222803759395,0.1395169049501419,0.20740005373954773,0.7925999462604523,0.8902808243809659,0.20740005373954773,0.2996942400932312,0.7003057599067688,0.8368427330787839,0.2996942400932312,0.40874093770980835,0.5912590622901917,0.7689337177482801,0.40874093770980835,0.5343378782272339,0.4656621217727661,0.6823944033861694,0.5343378782272339,0.6066329479217529,0.39336705207824707,0.6271898054642208,0.6066329479217529,0.655597448348999,0.344402551651001,0.5868582040416586,0.655597448348999,0.7662168145179749,0.23378318548202515,0.48351130853582436,0.7662168145179749,0.8251804113388062,0.17481958866119385,0.4181143248696388,0.8251804113388062,0.10413128137588501
llama3_8b,32,10485760,26,translators.26.weight,4096,4096,4.6102776527404785,17.42519849885818,303.6375427246094,594.57080078125,14.285692747825285,1.7849588990211487,3906,714,1145,2098,3054,0.07000010460615158,0.9299998953938484,0.9643650218635309,0.07000010460615158,0.14729490876197815,0.8527050912380219,0.9234203220841644,0.14729490876197815,0.21568980813026428,0.7843101918697357,0.8856128905282125,0.21568980813026428,0.3047742247581482,0.6952257752418518,0.8338020000226983,0.3047742247581482,0.41137954592704773,0.5886204540729523,0.7672160413292675,0.41137954592704773,0.5289011597633362,0.4710988402366638,0.6863664037791067,0.5289011597633362,0.5985622406005859,0.40143775939941406,0.6335911610805616,0.5985622406005859,0.647504985332489,0.352495014667511,0.5937129059297187,0.647504985332489,0.7585861682891846,0.24141383171081543,0.49133881559552717,0.7585861682891846,0.8183900117874146,0.18160998821258545,0.42615723414320383,0.8183900117874146,0.10947579145431519
