model,checkpoint_step,total_tokens,layer,state_key,hidden_size,num_singular_values,top_singular_value,frobenius_norm,frobenius_energy,nuclear_norm,stable_rank,svd_seconds,effective_rank_rel_0.001,rank_for_variance_0.9,rank_for_variance_0.95,rank_for_variance_0.99,rank_for_variance_0.999,frobenius_energy_fraction_at_rank_1,frobenius_residual_fraction_at_rank_1,relative_frobenius_error_at_rank_1,variance_at_rank_1,frobenius_energy_fraction_at_rank_4,frobenius_residual_fraction_at_rank_4,relative_frobenius_error_at_rank_4,variance_at_rank_4,frobenius_energy_fraction_at_rank_8,frobenius_residual_fraction_at_rank_8,relative_frobenius_error_at_rank_8,variance_at_rank_8,frobenius_energy_fraction_at_rank_16,frobenius_residual_fraction_at_rank_16,relative_frobenius_error_at_rank_16,variance_at_rank_16,frobenius_energy_fraction_at_rank_32,frobenius_residual_fraction_at_rank_32,relative_frobenius_error_at_rank_32,variance_at_rank_32,frobenius_energy_fraction_at_rank_64,frobenius_residual_fraction_at_rank_64,relative_frobenius_error_at_rank_64,variance_at_rank_64,frobenius_energy_fraction_at_rank_96,frobenius_residual_fraction_at_rank_96,relative_frobenius_error_at_rank_96,variance_at_rank_96,frobenius_energy_fraction_at_rank_128,frobenius_residual_fraction_at_rank_128,relative_frobenius_error_at_rank_128,variance_at_rank_128,frobenius_energy_fraction_at_rank_256,frobenius_residual_fraction_at_rank_256,relative_frobenius_error_at_rank_256,variance_at_rank_256,frobenius_energy_fraction_at_rank_384,frobenius_residual_fraction_at_rank_384,relative_frobenius_error_at_rank_384,variance_at_rank_384,bias_norm
gpt2,250,65536000,10,translators.10.weight,768,768,5.458637714385986,9.289398828935452,86.29293060302734,154.0973358154297,2.896054132953128,0.05382822803221643,745,209,293,459,615,0.3452974259853363,0.6547025740146637,0.8091369315602049,0.3452974259853363,0.4085123836994171,0.5914876163005829,0.7690823208867714,0.4085123836994171,0.4511460065841675,0.5488539934158325,0.7408468083320819,0.4511460065841675,0.5030860304832458,0.49691396951675415,0.7049212505782146,0.5030860304832458,0.5747425556182861,0.42525744438171387,0.6521176614551348,0.5747425556182861,0.67914879322052,0.32085120677948,0.5664372928925848,0.67914879322052,0.7537956237792969,0.24620437622070312,0.4961898590466185,0.7537956237792969,0.8096913695335388,0.19030863046646118,0.4362437741291687,0.8096913695335388,0.932098925113678,0.06790107488632202,0.2605783469253,0.932098925113678,0.9781679511070251,0.021832048892974854,0.1477567219891361,0.9781679511070251,0.3775724470615387
gpt2,250,65536000,11,translators.11.weight,768,768,4.586430549621582,7.131967985499613,50.864967346191406,111.87220001220703,2.418071436204918,0.05338856403250247,741,191,274,443,605,0.4135527014732361,0.5864472985267639,0.7657984712225299,0.4135527014732361,0.47033679485321045,0.5296632051467896,0.7277796405140704,0.47033679485321045,0.509860634803772,0.490139365196228,0.7000995394915126,0.509860634803772,0.5570953488349915,0.44290465116500854,0.6655108197204674,0.5570953488349915,0.6215936541557312,0.3784063458442688,0.6151474179774055,0.6215936541557312,0.714345395565033,0.28565460443496704,0.5344666541843065,0.714345395565033,0.7819860577583313,0.2180139422416687,0.4669196314588504,0.7819860577583313,0.8325254321098328,0.16747456789016724,0.4092365671468854,0.8325254321098328,0.9418945908546448,0.058105409145355225,0.24105063606088084,0.9418945908546448,0.9815816879272461,0.018418312072753906,0.1357140820723992,0.9815816879272461,0.2504735291004181
gpt2,500,131072000,0,translators.0.weight,768,768,14.03821086883545,33.05686167069743,1092.756103515625,579.994873046875,5.544976596951629,0.05351836699992418,751,219,312,480,623,0.1803434193134308,0.8196565806865692,0.905348872361682,0.1803434193134308,0.27370399236679077,0.7262960076332092,0.8522300203778375,0.27370399236679077,0.3443984389305115,0.6556015610694885,0.8096922631898421,0.3443984389305115,0.43630343675613403,0.563696563243866,0.7507972850536062,0.43630343675613403,0.5497512221336365,0.4502487778663635,0.6710057957025137,0.5497512221336365,0.6807292103767395,0.3192707896232605,0.5650405203374892,0.6807292103767395,0.7585717439651489,0.24142825603485107,0.49135349396829475,0.7585717439651489,0.8109582662582397,0.18904173374176025,0.43478929809939004,0.8109582662582397,0.9234043955802917,0.07659560441970825,0.27675910900945655,0.9234043955802917,0.9730008244514465,0.026999175548553467,0.16431425850653822,0.9730008244514465,1.2055423259735107
gpt2,500,131072000,1,translators.1.weight,768,768,7.6162428855896,19.869655058371595,394.8031921386719,358.964599609375,6.8061118913147896,0.053746043937280774,750,228,309,466,615,0.14692676067352295,0.853073239326477,0.923619639963593,0.14692676067352295,0.2288925051689148,0.7711074948310852,0.8781272657371967,0.2288925051689148,0.29914557933807373,0.7008544206619263,0.837170484824881,0.29914557933807373,0.38816365599632263,0.6118363440036774,0.7821996829478246,0.38816365599632263,0.49859413504600525,0.5014058649539948,0.7081001800268057,0.49859413504600525,0.6310336589813232,0.36896634101867676,0.6074259963309743,0.6310336589813232,0.7167148590087891,0.28328514099121094,0.5322453766743408,0.7167148590087891,0.7799081802368164,0.2200918197631836,0.46913944596802304,0.7799081802368164,0.9209250807762146,0.0790749192237854,0.2812026301864643,0.9209250807762146,0.9756245017051697,0.024375498294830322,0.15612654577242885,0.9756245017051697,0.532697856426239
gpt2,500,131072000,2,translators.2.weight,768,768,7.609401702880859,19.6945788055031,387.8764343261719,354.6535339355469,6.6987284367129885,0.0549566310364753,751,224,305,462,612,0.1492820680141449,0.8507179319858551,0.9223437168354621,0.1492820680141449,0.2165835201740265,0.7834164798259735,0.885108174081549,0.2165835201740265,0.2799328565597534,0.7200671434402466,0.848567701153094,0.2799328565597534,0.3749869763851166,0.6250130236148834,0.7905776518564659,0.3749869763851166,0.4951130747795105,0.5048869252204895,0.7105539565863309,0.4951130747795105,0.6350768804550171,0.3649231195449829,0.6040886686116392,0.6350768804550171,0.7222203612327576,0.27777963876724243,0.5270480421813959,0.7222203612327576,0.7853101491928101,0.21468985080718994,0.46334636159917125,0.7853101491928101,0.9239363670349121,0.07606363296508789,0.27579636140654196,0.9239363670349121,0.9766753315925598,0.023324668407440186,0.15272415790385024,0.9766753315925598,0.5110132098197937
gpt2,500,131072000,3,translators.3.weight,768,768,7.575890064239502,19.012886094606582,361.4898376464844,347.29071044921875,6.298378631093419,0.05301735899411142,753,232,313,471,618,0.15877102315425873,0.8412289768457413,0.9171853557737069,0.15877102315425873,0.21629540622234344,0.7837045937776566,0.8852709154703189,0.21629540622234344,0.272708535194397,0.727291464805603,0.85281385120412,0.272708535194397,0.3600112199783325,0.6399887800216675,0.7999929874828076,0.3600112199783325,0.4782748818397522,0.5217251181602478,0.722305418891654,0.4782748818397522,0.6188625693321228,0.3811374306678772,0.617363289051007,0.6188625693321228,0.7084498405456543,0.2915501594543457,0.5399538493745051,0.7084498405456543,0.7737259268760681,0.22627407312393188,0.4756827441939973,0.7737259268760681,0.918329119682312,0.08167088031768799,0.28578117558315136,0.918329119682312,0.9743272662162781,0.025672733783721924,0.1602271318588769,0.9743272662162781,0.5377858281135559
gpt2,500,131072000,4,translators.4.weight,768,768,7.907482624053955,18.763666080884136,352.0751647949219,343.69207763671875,5.630654747453088,0.053103259997442365,753,238,321,480,624,0.177599236369133,0.822400763630867,0.9068631449291933,0.177599236369133,0.23735544085502625,0.7626445591449738,0.8732952302314343,0.23735544085502625,0.290656179189682,0.709343820810318,0.8422255165989202,0.290656179189682,0.37178194522857666,0.6282180547714233,0.7926020784551497,0.37178194522857666,0.4847976565361023,0.5152023434638977,0.7177759702469133,0.4847976565361023,0.6180387139320374,0.38196128606796265,0.6180301659854175,0.6180387139320374,0.7047003507614136,0.2952996492385864,0.5434148040296533,0.7047003507614136,0.7687646150588989,0.23123538494110107,0.48086940528702915,0.7687646150588989,0.9139293432235718,0.08607065677642822,0.2933780100423824,0.9139293432235718,0.9720486402511597,0.027951359748840332,0.16718660158290297,0.9720486402511597,0.5281931757926941
gpt2,500,131072000,5,translators.5.weight,768,768,7.908390045166016,18.14199179955382,329.1318664550781,334.5307922363281,5.262520141976115,0.053874886012636125,754,243,327,486,628,0.1900230199098587,0.8099769800901413,0.8999872110703248,0.1900230199098587,0.241987943649292,0.758012056350708,0.870638878267395,0.241987943649292,0.292050838470459,0.707949161529541,0.8413971485152187,0.292050838470459,0.3702155649662018,0.6297844350337982,0.7935895885366682,0.3702155649662018,0.4783543348312378,0.5216456651687622,0.7222504172160527,0.4783543348312378,0.6080912351608276,0.39190876483917236,0.6260261694523419,0.6080912351608276,0.6956013441085815,0.30439865589141846,0.5517233508665538,0.6956013441085815,0.7609337568283081,0.2390662431716919,0.48894400821739487,0.7609337568283081,0.9100874066352844,0.08991259336471558,0.2998542868873406,0.9100874066352844,0.9703490734100342,0.02965092658996582,0.17219444413210847,0.9703490734100342,0.5127010941505432
gpt2,500,131072000,6,translators.6.weight,768,768,7.918545246124268,18.748538354487465,351.5076904296875,352.2455139160156,5.605882955444856,0.05328818701673299,755,255,341,498,635,0.17838402092456818,0.8216159790754318,0.9064303498203443,0.17838402092456818,0.22108182311058044,0.7789181768894196,0.882563412389965,0.22108182311058044,0.26817378401756287,0.7318262159824371,0.8554684190444655,0.26817378401756287,0.34603798389434814,0.6539620161056519,0.8086791799630134,0.34603798389434814,0.4610288143157959,0.5389711856842041,0.7341465696195849,0.4610288143157959,0.6021261215209961,0.3978738784790039,0.6307724458780709,0.6021261215209961,0.6891717910766602,0.31082820892333984,0.5575196937538079,0.6891717910766602,0.7524464726448059,0.2475535273551941,0.49754751266104635,0.7524464726448059,0.9009464383125305,0.09905356168746948,0.31472775805046094,0.9009464383125305,0.9660360217094421,0.03396397829055786,0.18429318568671457,0.9660360217094421,0.5034875273704529
gpt2,500,131072000,7,translators.7.weight,768,768,7.839200973510742,17.62688030196176,310.7069091796875,333.2729797363281,5.056002890622877,0.053289397968910635,755,262,349,506,640,0.1977846920490265,0.8022153079509735,0.8956647296566799,0.1977846920490265,0.23433831334114075,0.7656616866588593,0.8750209635539363,0.23433831334114075,0.27487075328826904,0.725129246711731,0.851545211196523,0.27487075328826904,0.34484362602233887,0.6551563739776611,0.8094173052126209,0.34484362602233887,0.4541468024253845,0.5458531975746155,0.7388187853422621,0.4541468024253845,0.5930474996566772,0.40695250034332275,0.6379282877748272,0.5930474996566772,0.6796520352363586,0.32034796476364136,0.5659929016901549,0.6796520352363586,0.7433658838272095,0.2566341161727905,0.5065906791215079,0.7433658838272095,0.8954567909240723,0.10454320907592773,0.32333142296400413,0.8954567909240723,0.9633897542953491,0.03661024570465088,0.1913380404014081,0.9633897542953491,0.48794957995414734
gpt2,500,131072000,8,translators.8.weight,768,768,7.299763202667236,15.280245944934764,233.4859161376953,292.5041809082031,4.381705094816278,0.05416495900135487,755,278,364,518,647,0.22822165489196777,0.7717783451080322,0.8785091605145801,0.22822165489196777,0.2690387964248657,0.7309612035751343,0.8549626913352034,0.2690387964248657,0.30723440647125244,0.6927655935287476,0.8323254132421691,0.30723440647125244,0.3629124164581299,0.6370875835418701,0.7981776641461913,0.3629124164581299,0.44532692432403564,0.5546730756759644,0.7447637717262866,0.44532692432403564,0.5640457272529602,0.4359542727470398,0.6602683338969391,0.5640457272529602,0.6505890488624573,0.3494109511375427,0.5911099315165858,0.6505890488624573,0.717779278755188,0.282220721244812,0.5312445023196117,0.717779278755188,0.8830642700195312,0.11693572998046875,0.3419586670644111,0.8830642700195312,0.9584091305732727,0.041590869426727295,0.20393839615611203,0.9584091305732727,0.4838543236255646
gpt2,500,131072000,9,translators.9.weight,768,768,7.017482757568359,13.685610288002437,187.29592895507812,257.23870849609375,3.803344188845196,0.05309290997684002,754,273,359,514,646,0.26292648911476135,0.7370735108852386,0.858529854393683,0.26292648911476135,0.3057418465614319,0.6942581534385681,0.8332215512326647,0.3057418465614319,0.34043601155281067,0.6595639884471893,0.8121354495693371,0.34043601155281067,0.3905794620513916,0.6094205379486084,0.7806539168854585,0.3905794620513916,0.4654010236263275,0.5345989763736725,0.7311627564186188,0.4654010236263275,0.577019989490509,0.42298001050949097,0.6503691340381176,0.577019989490509,0.6601360440254211,0.33986395597457886,0.5829785210233555,0.6601360440254211,0.7259546518325806,0.27404534816741943,0.5234934079503002,0.7259546518325806,0.8871785402297974,0.11282145977020264,0.3358890587235652,0.8871785402297974,0.9600698351860046,0.03993016481399536,0.1998253357660018,0.9600698351860046,0.4560035765171051
gpt2,500,131072000,10,translators.10.weight,768,768,6.312367916107178,11.05306518296915,122.17024993896484,196.77737426757812,3.066061450585081,0.05335772701073438,752,252,339,500,638,0.3261513411998749,0.6738486588001251,0.8208828532745248,0.3261513411998749,0.37632033228874207,0.6236796677112579,0.7897339220973466,0.37632033228874207,0.4120359420776367,0.5879640579223633,0.7667881440935059,0.4120359420776367,0.4575652480125427,0.5424347519874573,0.7365016985638644,0.4575652480125427,0.5251213312149048,0.4748786687850952,0.6891144090679684,0.5251213312149048,0.6244022846221924,0.3755977153778076,0.6128602739432599,0.6244022846221924,0.6993986964225769,0.3006013035774231,0.5482711952833407,0.6993986964225769,0.7586275935173035,0.24137240648269653,0.4912966583264093,0.7586275935173035,0.9033908247947693,0.09660917520523071,0.31082016537739426,0.9033908247947693,0.9663322567939758,0.03366774320602417,0.18348771949649428,0.9663322567939758,0.4217967987060547
gpt2,500,131072000,11,translators.11.weight,768,768,5.657531261444092,8.545790804033796,73.0305404663086,136.77716064453125,2.281658219474219,0.05309842003043741,744,215,304,473,623,0.4382777214050293,0.5617222785949707,0.7494813397243261,0.4382777214050293,0.4968448281288147,0.5031551718711853,0.7093343160112764,0.4968448281288147,0.5322149395942688,0.4677850604057312,0.6839481416055835,0.5322149395942688,0.5718626976013184,0.42813730239868164,0.6543220173574184,0.5718626976013184,0.626795768737793,0.37320423126220703,0.6109044370948757,0.626795768737793,0.7059987783432007,0.2940012216567993,0.5422187950051154,0.7059987783432007,0.765716016292572,0.23428398370742798,0.48402890792537173,0.765716016292572,0.8130420446395874,0.1869579553604126,0.432386349646254,0.8130420446395874,0.9268709421157837,0.07312905788421631,0.2704238485862819,0.9268709421157837,0.9751735925674438,0.024826407432556152,0.15756397885480092,0.9751735925674438,0.3096955418586731
gpt2,750,196608000,0,translators.0.weight,768,768,13.729863166809082,36.95847278957154,1365.9287109375,683.930419921875,7.245954717357492,0.05381932097952813,754,244,334,493,629,0.13800804316997528,0.8619919568300247,0.9284352195118541,0.13800804316997528,0.22237960994243622,0.7776203900575638,0.8818278687235757,0.22237960994243622,0.286632239818573,0.713367760181427,0.8446110111651558,0.286632239818573,0.37026247382164,0.62973752617836,0.7935600331281559,0.37026247382164,0.4849044382572174,0.5150955617427826,0.7177015826531126,0.4849044382572174,0.6256200671195984,0.3743799328804016,0.6118659435533258,0.6256200671195984,0.7137907147407532,0.2862092852592468,0.5349853131248061,0.7137907147407532,0.7748218774795532,0.22517812252044678,0.47452936950250696,0.7748218774795532,0.9086028337478638,0.09139716625213623,0.3023196425178758,0.9086028337478638,0.9679127931594849,0.03208720684051514,0.179129022887178,0.9679127931594849,1.1112056970596313
gpt2,750,196608000,1,translators.1.weight,768,768,8.221075057983398,22.90975896128247,524.8570556640625,425.3260192871094,7.765757292720731,0.05240658496040851,755,244,327,483,626,0.12877044081687927,0.8712295591831207,0.9333967855007433,0.12877044081687927,0.20997968316078186,0.7900203168392181,0.8888308707730724,0.20997968316078186,0.2790960371494293,0.7209039628505707,0.8490606355558893,0.2790960371494293,0.3677828311920166,0.6322171688079834,0.7951208516999057,0.3677828311920166,0.4806952476501465,0.5193047523498535,0.7206280263421994,0.4806952476501465,0.613098680973053,0.386901319026947,0.622013921891582,0.613098680973053,0.6986026167869568,0.3013973832130432,0.548996706012926,0.6986026167869568,0.7622960805892944,0.23770391941070557,0.4875488892518427,0.7622960805892944,0.9094676971435547,0.09053230285644531,0.30088586350382984,0.9094676971435547,0.9706745147705078,0.029325485229492188,0.1712468546557635,0.9706745147705078,0.5537548661231995
gpt2,750,196608000,2,translators.2.weight,768,768,8.166156768798828,22.635022383051666,512.34423828125,420.90283203125,7.6829221155810234,0.05351225601043552,755,241,325,481,624,0.13015881180763245,0.8698411881923676,0.9326527693586545,0.13015881180763245,0.19215954840183258,0.8078404515981674,0.8987994501545756,0.19215954840183258,0.2535203695297241,0.7464796304702759,0.8639905268405874,0.2535203695297241,0.3465276062488556,0.6534723937511444,0.8083763936132379,0.3465276062488556,0.46759045124053955,0.5324095487594604,0.729663997165449,0.46759045124053955,0.6112868785858154,0.38871312141418457,0.6234686210341179,0.6112868785858154,0.7003607153892517,0.2996392846107483,0.5473931718707754,0.7003607153892517,0.7650230526924133,0.23497694730758667,0.48474420812175434,0.7650230526924133,0.9113948941230774,0.08860510587692261,0.2976660979636791,0.9113948941230774,0.9713551998138428,0.028644800186157227,0.169247747950031,0.9713551998138428,0.5306469798088074
